prediction;test_price
69.41;70.78
69.91;68.82
69.93;68.37
69.84;68.97
69.1;67.5
68.92;69.29
68.52;68.71
67.97;66.23
68.05;67.24
67.63;67.91
66.89;71.51
66.86;71.61
67.31;72.92
67.58;73.62
68.72;73.73
69.43;73.72
69.92;74.98
70.87;75.31
71.14;74.64
72.3;74.94
72.96;75.83
72.66;76.4
73.29;75.91
73.63;75.78
74.32;76.16
74.56;76.47
74.32;75.2
74.24;77.33
74.0;78.24
74.53;78.87
75.86;77.8
76.68;77.57
76.29;76.7
76.87;77.01
76.7;75.64
77.0;75.77
77.39;77.02
76.78;77.59
76.41;76.2
76.25;76.47
76.15;76.04
75.93;75.22
75.71;75.28
75.24;74.4
75.16;74.27
74.69;74.75
73.88;75.77
73.85;77.19
74.61;77.29
74.59;77.31
74.66;76.11
75.16;74.88
75.47;75.3
75.08;76.15
74.67;73.35
74.66;72.88
74.14;73.45
73.21;73.49
72.62;74.71
72.36;75.7
72.5;74.86
73.34;75.19
73.26;75.25
73.08;75.32
73.55;74.03
73.36;73.61
72.77;74.42
73.36;75.08
73.32;75.29
73.05;76.0
73.48;76.86
73.74;76.68
74.55;75.98
75.16;77.22
74.83;77.55
74.33;78.0
74.53;77.68
75.33;76.58
75.74;75.85
75.45;76.08
75.28;76.7
75.31;76.74
75.45;77.78
75.82;77.93
76.06;78.85
76.08;79.25
76.46;79.11
76.89;79.52
77.06;79.5
77.32;79.75
77.8;79.38
78.17;79.72
78.03;80.23
78.43;80.07
79.19;80.89
79.26;80.2
79.24;79.79
79.09;78.36
78.96;78.36
78.62;78.83
78.38;78.7
78.24;79.09
77.73;79.27
77.74;78.38
77.8;78.32
77.81;78.24
77.82;79.4
77.92;79.92
78.11;80.72
78.22;81.14
78.68;81.83
78.83;81.8
79.24;82.18
79.77;81.94
80.09;81.25
80.38;82.54
80.29;82.2
80.42;82.23
80.59;82.1
80.86;81.53
80.8;80.77
80.67;80.47
80.28;81.21
79.8;81.14
79.89;81.58
79.83;81.42
80.25;82.14
80.55;81.6
80.27;82.47
80.45;81.57
80.81;82.53
80.93;81.27
81.19;80.8
81.18;82.56
80.94;82.09
80.85;81.94
81.13;80.92
80.95;82.19
80.53;82.8
80.49;82.53
80.69;82.9
80.75;83.85
81.11;84.49
81.44;85.14
81.68;85.26
82.33;85.02
82.63;85.53
83.12;85.63
83.52;85.53
84.28;85.19
84.29;85.52
84.0;85.39
84.2;85.06
84.47;85.93
84.46;86.06
84.21;85.3
84.26;86.06
84.26;85.7
84.93;84.79
84.62;84.72
84.3;85.14
84.35;84.86
84.5;85.25
84.35;85.43
84.16;85.48
84.67;85.49
84.52;85.63
84.47;84.5
84.83;83.57
84.4;84.65
83.69;83.34
83.71;83.98
83.3;84.06
82.89;84.25
83.01;82.79
82.98;82.13
82.45;83.7
82.18;83.81
82.22;82.44
82.0;83.38
81.95;81.11
82.08;81.64
81.23;79.41
80.76;79.62
80.42;77.68
79.83;77.35
78.71;79.33
78.12;80.93
78.03;82.84
77.88;82.43
78.75;83.27
79.3;83.85
79.78;83.7
80.38;85.1
80.81;84.73
81.26;85.38
82.18;86.48
83.09;86.79
83.36;85.5
83.77;86.12
84.03;87.06
84.16;85.17
84.87;84.96
84.53;85.15
84.16;85.08
83.61;85.63
83.54;85.93
84.05;85.56
84.26;85.44
84.19;85.0
83.9;84.13
85.03;84.19
84.86;85.72
84.51;86.73
85.02;86.99
85.18;87.55
85.28;87.73
85.44;88.45
85.87;88.11
86.19;88.23
86.82;88.73
87.1;88.77
86.66;87.95
87.04;86.71
87.29;87.93
86.67;87.68
86.34;87.12
86.72;86.42
86.55;87.58
85.91;88.75
86.01;89.02
86.41;90.28
86.95;90.75
87.61;90.49
87.86;91.07
88.16;91.52
89.01;90.76
89.64;90.27
89.84;89.85
89.96;88.53
90.22;88.06
89.47;88.96
88.41;89.88
88.27;90.33
88.38;90.53
88.64;91.23
88.55;90.31
88.56;90.42
88.64;91.22
89.15;90.8
89.4;90.25
89.41;91.19
89.66;90.78
89.83;91.02
90.02;90.06
90.12;88.81
90.37;89.34
89.75;87.17
88.83;88.1
88.32;90.18
87.58;97.06
87.39;98.37
89.52;97.77
91.45;97.49
92.43;97.68
93.63;97.63
94.72;99.27
95.61;99.83
96.84;99.78
97.62;99.54
97.78;99.56
98.02;100.2
98.66;100.62
98.46;100.31
98.62;101.17
99.42;100.21
99.41;99.75
98.87;101.48
98.4;101.92
99.16;101.17
100.27;100.66
100.84;99.5
99.88;100.88
99.8;98.8
100.5;98.61
100.91;102.71
100.84;102.01
100.72;102.9
101.08;102.51
100.36;103.47
100.21;102.9
101.32;103.92
101.6;103.71
102.11;102.65
102.62;100.63
101.59;100.86
101.3;101.09
101.39;101.7
100.82;100.52
100.76;101.05
100.21;101.59
99.91;101.23
100.09;101.04
99.78;101.93
99.51;102.32
100.05;102.5
100.48;102.08
100.31;102.22
100.36;102.53
100.62;103.6
101.5;102.25
101.76;103.71
102.22;103.2
102.06;103.45
101.45;104.46
101.72;104.97
102.18;105.57
102.65;105.34
102.55;105.24
102.75;104.19
103.35;105.92
103.11;106.41
103.29;106.2
104.42;105.15
104.71;104.71
104.52;105.53
104.13;104.08
104.18;104.69
104.22;104.64
104.03;105.35
103.82;105.71
103.76;105.74
104.06;105.96
104.03;105.61
104.19;105.79
104.4;105.67
104.85;104.88
104.72;105.77
103.99;105.93
104.52;105.77
104.64;106.34
105.01;106.14
104.84;106.54
104.54;105.71
104.62;105.71
104.75;104.74
104.82;104.0
104.05;105.42
103.84;106.01
103.79;105.37
103.86;105.59
103.71;106.44
103.94;106.85
104.42;108.51
104.6;107.93
105.37;108.8
105.88;109.65
106.16;109.03
106.73;109.68
107.33;110.2
107.33;108.34
107.76;109.39
108.19;110.98
107.98;110.82
108.39;111.53
108.93;112.88
108.73;111.04
109.87;111.43
110.16;112.24
109.45;113.79
110.02;113.6
110.64;114.03
111.27;114.78
112.13;114.57
112.55;115.27
112.69;115.01
113.53;115.03
113.84;114.52
113.91;114.62
114.02;113.99
113.87;114.19
113.5;115.52
113.18;115.7
113.83;115.67
113.96;116.75
113.71;117.3
114.33;106.54
114.66;104.64
112.75;105.41
110.48;107.0
108.82;104.11
107.32;103.13
106.01;103.64
104.98;103.3
103.38;105.12
102.54;103.08
103.26;102.61
102.67;96.41
100.93;95.28
100.16;91.92
98.33;92.43
95.3;95.65
93.49;98.49
93.53;98.78
94.85;98.21
94.89;95.92
93.99;98.22
92.87;98.31
94.42;97.33
95.54;100.26
94.8;98.23
93.04;98.9
93.91;100.71
95.03;100.08
95.13;99.7
97.66;100.21
97.65;100.44
97.68;99.13
97.51;99.68
97.04;98.79
97.02;97.91
97.63;96.99
96.57;96.68
95.88;94.94
95.38;95.83
94.3;98.51
95.64;98.97
96.88;99.29
97.31;100.1
97.22;100.03
97.49;99.66
97.51;100.84
97.81;101.75
98.59;102.51
99.67;102.75
99.52;101.92
100.47;104.0
101.22;104.34
100.59;105.52
101.86;105.88
102.8;106.12
102.78;109.17
103.18;109.01
104.27;109.43
105.11;109.67
106.17;110.22
107.0;110.89
107.44;109.64
108.22;110.89
108.71;111.37
109.47;109.17
109.76;108.92
110.26;111.5
109.99;112.22
109.3;113.19
109.85;112.32
110.66;112.02
111.32;110.7
111.15;111.74
110.59;111.94
111.02;113.88
111.44;114.43
111.59;115.74
112.28;115.11
113.29;113.7
113.38;114.39
113.64;110.98
113.52;109.38
112.98;111.23
112.06;109.89
110.66;107.85
109.96;110.12
109.01;109.73
109.13;108.42
109.0;107.45
107.5;107.45
107.24;104.81
107.34;106.08
105.46;108.81
105.66;110.39
106.61;108.66
106.27;104.5
106.38;103.4
106.12;103.55
104.75;102.41
103.98;102.7
103.82;104.04
102.53;103.88
102.12;103.16
101.82;101.94
100.95;99.9
99.98;97.88
99.59;97.36
98.7;96.53
97.57;96.28
96.66;96.93
95.69;98.43
94.92;95.54
95.79;96.15
95.87;91.09
94.51;91.16
92.55;89.77
91.53;91.21
91.22;94.0
90.59;92.44
90.24;93.39
89.89;91.5
89.98;90.74
89.17;92.96
88.9;92.31
89.81;90.34
90.19;92.3
89.7;92.58
89.26;91.09
89.59;89.37
89.09;89.56
88.2;86.19
88.66;87.61
86.99;88.43
86.41;90.13
86.73;92.65
86.64;92.33
87.3;92.17
89.03;93.49
88.68;92.53
88.31;92.58
89.96;92.79
90.22;92.46
91.44;92.67
91.82;94.73
91.34;94.1
91.6;95.87
92.26;95.54
92.68;96.42
92.93;94.9
93.59;94.74
93.72;94.14
93.22;95.01
93.25;95.86
93.55;95.3
93.86;95.5
93.55;96.62
93.73;96.24
94.86;95.52
95.37;94.66
95.79;93.94
95.19;94.31
94.64;95.16
94.2;95.23
93.83;95.95
94.05;96.34
94.0;96.11
94.5;95.73
94.95;94.1
94.88;94.57
94.32;93.29
94.34;93.54
94.01;93.39
93.42;94.44
92.82;96.51
92.43;95.68
93.31;95.64
93.77;98.45
93.98;99.57
94.39;100.18
95.71;99.83
96.72;100.67
97.04;101.45
97.82;101.76
98.32;102.13
99.06;100.92
99.95;100.17
99.79;101.24
99.96;100.68
100.38;100.57
100.16;101.79
99.49;102.39
99.68;102.19
100.2;103.41
100.35;99.23
100.47;98.67
100.05;97.52
99.65;97.36
99.58;96.95
99.24;96.04
97.68;95.47
97.28;96.8
97.19;96.22
96.22;96.54
96.25;96.88
95.95;96.83
95.16;97.29
95.62;96.25
95.52;95.58
95.16;95.77
94.82;95.8
94.51;95.83
94.97;95.41
94.66;95.11
94.2;94.92
94.03;94.43
93.88;94.65
93.69;95.46
93.49;95.33
92.52;95.44
92.56;96.04
92.91;96.59
92.85;95.87
93.69;95.84
93.93;96.06
94.36;92.86
94.67;91.56
93.85;93.18
92.87;94.08
92.76;94.9
92.61;95.1
92.71;94.74
92.85;95.51
92.76;96.16
92.76;97.35
93.43;97.7
94.27;97.91
94.6;97.6
95.38;97.69
95.74;97.52
95.69;97.86
96.16;97.2
96.56;95.98
96.65;95.77
96.46;95.48
95.64;95.17
94.75;94.48
94.62;94.13
94.58;93.72
93.94;93.76
92.79;93.36
92.51;92.84
92.67;93.9
92.37;92.99
92.87;93.64
93.17;93.56
92.62;94.46
92.45;95.63
92.67;95.54
93.21;94.63
93.79;94.88
93.67;94.67
93.23;94.66
93.24;94.44
93.34;94.19
93.07;93.68
92.96;93.78
92.45;93.63
92.38;93.37
92.3;93.04
91.89;92.7
91.87;92.69
91.83;92.3
91.58;92.11
91.18;92.26
91.12;91.66
91.13;91.57
91.29;91.94
90.93;90.31
90.71;91.5
90.48;90.58
90.32;90.15
90.42;90.39
89.88;90.45
89.31;90.51
89.29;90.83
88.98;90.28
88.84;91.28
89.16;91.14
88.97;89.86
89.03;89.63
89.19;90.09
88.62;89.7
88.58;90.74
88.7;90.38
88.52;90.48
88.74;90.34
88.69;90.71
88.64;90.38
89.01;90.38
88.92;89.76
88.68;89.32
88.89;89.04
88.47;89.22
88.3;88.76
88.15;89.09
87.76;89.83
88.07;89.93
88.14;90.91
88.13;91.24
88.36;90.63
88.84;91.36
89.21;91.87
89.26;91.71
89.57;90.57
89.86;90.28
89.62;89.81
89.6;91.24
89.69;90.34
89.6;92.27
89.6;92.22
89.77;92.48
89.91;92.79
90.39;95.45
90.53;95.68
91.24;95.47
92.18;96.86
92.84;97.1
93.7;96.0
94.46;95.4
94.62;95.48
95.01;96.02
95.24;96.56
95.24;96.71
95.34;97.39
95.33;96.86
95.44;96.68
95.53;96.25
95.81;97.68
95.46;98.36
95.61;99.66
95.94;101.8
96.77;103.26
98.08;102.47
99.55;102.26
100.26;102.46
100.64;102.79
101.62;102.32
101.75;103.69
101.63;103.85
102.1;103.94
102.63;103.81
102.39;103.54
102.51;103.56
102.61;102.7
102.35;102.96
102.19;102.62
